Unnamed: 0,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
422,CAS_7723-14-0,2009,2009-01--2009-12,FRFRR174_5,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
430,CAS_7723-14-0,2016,2015-10-01--2016-09-30,ES010MSBT011-002,Spain,50941692.0,4.0,87.15892367892796,42.66805990943922,6.966213862765587,2.612330198537095,12.190874259839775,13.061650992685475,7.836990595611285,0.0,0.0,14.66388018112156
440,CAS_7723-14-0,2009,2009-01--2009-12,BEVL08_172,Belgium,6496961.0,4.0,0.0,10.759296776004796,2.3521734841759425,1.4492423725084032,30.45685279187817,13.946112464243168,10.577193022391176,0.0,4.431191337931453,26.02793775086689
442,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0402010,Spain,50941692.0,0.0,87.15892367892796,42.66805990943922,6.966213862765587,2.612330198537095,12.190874259839775,13.061650992685475,7.836990595611285,0.0,0.0,14.66388018112156
485,CAS_14265-44-2,2008,2008-01--2008-12,FRDR1414,France,71176346.0,5.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
488,CAS_14265-44-2,2008,2008-01--2008-12,FRDR490,France,71176346.0,3.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
535,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0361,France,71176346.0,5.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
543,CAS_14265-44-2,2008,2008-01--2008-12,FRDR593C,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
555,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0433,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
566,CAS_14265-44-2,2008,2008-01--2008-12,IT12N010_CORESE_14SS3F,Italy,39653776.0,6.0,22.000449286566845,28.196721311475407,6.229508196721311,3.524590163934426,12.622950819672132,18.688524590163937,9.508196721311474,0.0,0.0,21.229508196721312
579,CAS_14265-44-2,2008,2008-01--2008-12,FRDR581,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
582,CAS_7723-14-0,2008,2008-01--2008-12,FRDR581,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
585,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0214,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
590,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0004A,France,71176346.0,3.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
596,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0004A,France,71176346.0,3.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
604,CAS_14265-44-2,2009,2009-01--2009-12,FRCR19,France,71176346.0,1.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
611,CAS_14265-44-2,2009,2009-01--2009-12,FRCR69,France,71176346.0,3.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
614,CAS_7723-14-0,2009,2009-01--2009-12,FRCR79,France,71176346.0,6.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
624,CAS_7723-14-0,2009,2009-01--2009-12,FRGR1496,France,71176346.0,4.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
639,CAS_14265-44-2,2009,2009-01--2009-12,FRCR95,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
642,CAS_14265-44-2,2009,2009-01--2009-12,FRDR184,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
644,CAS_7723-14-0,2009,2009-01--2009-12,FRDR179,France,71176346.0,3.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
650,CAS_7723-14-0,2011,2011-01--2011-12,ATOK903760009,Austria,19909000.0,2.0,0.0,26.664402173913043,5.94429347826087,3.7364130434782616,15.709918478260873,16.728940217391305,9.425951086956522,0.0,0.0,21.790081521739133
672,CAS_14265-44-2,2008,2008-01--2008-12,FRGR1026,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
678,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0516,France,71176346.0,3.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
679,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0460C,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
692,CAS_7723-14-0,2011,2011-01--2011-12,ATOK305340011,Austria,19909000.0,4.0,0.0,26.664402173913043,5.94429347826087,3.7364130434782616,15.709918478260873,16.728940217391305,9.425951086956522,0.0,0.0,21.790081521739133
715,CAS_7723-14-0,2008,2008-01--2008-12,FRDR182,France,71176346.0,4.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
716,CAS_14265-44-2,2008,2008-01--2008-12,FRDR11359,France,71176346.0,2.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
737,CAS_7723-14-0,2008,2008-01--2008-12,FRHR156A,France,71176346.0,4.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
738,CAS_7723-14-0,2008,2008-01--2008-12,FRHR213,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
740,CAS_7723-14-0,2008,2008-01--2008-12,FRDR162,France,71176346.0,5.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
749,CAS_7723-14-0,2008,2008-01--2008-12,FRHR84,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
754,CAS_14265-44-2,2008,2008-01--2008-12,FRHR87,France,71176346.0,1.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
765,CAS_7723-14-0,2008,2008-01--2008-12,FRHR87,France,71176346.0,1.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
766,CAS_14265-44-2,2008,2008-01--2008-12,FRHR89,France,71176346.0,1.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
776,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005954,United Kingdom,25867961.0,2.0,0.0,13.957375679063937,1.838696197241956,2.925198495612202,23.568742164646885,15.79607187630589,16.882574174676137,0.0,2.2565816966151275,22.77475971583786
787,CAS_14265-44-2,2009,2009-01--2009-12,FRB1R550,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
813,CAS_7723-14-0,2009,2009-01--2009-12,FRB1R569,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
819,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0404021,Spain,50941692.0,5.0,87.15892367892796,42.66805990943922,6.966213862765587,2.612330198537095,12.190874259839775,13.061650992685475,7.836990595611285,0.0,0.0,14.66388018112156
836,CAS_14265-44-2,2009,2009-01--2009-12,ES12120,Spain,50941692.0,4.0,87.15892367892796,42.66805990943922,6.966213862765587,2.612330198537095,12.190874259839775,13.061650992685475,7.836990595611285,0.0,0.0,14.66388018112156
852,CAS_7723-14-0,2009,2009-01--2009-12,ES12120,Spain,50941692.0,4.0,87.15892367892796,42.66805990943922,6.966213862765587,2.612330198537095,12.190874259839775,13.061650992685475,7.836990595611285,0.0,0.0,14.66388018112156
873,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0329010,Spain,50941692.0,3.0,87.15892367892796,42.66805990943922,6.966213862765587,2.612330198537095,12.190874259839775,13.061650992685475,7.836990595611285,0.0,0.0,14.66388018112156
885,CAS_14265-44-2,2009,2009-01--2009-12,FRCR176,France,71176346.0,4.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
900,CAS_7723-14-0,2012,2012-01--2012-12,LT160100013,Lithuania,1538269.0,0.0,11.09062194824219,29.071022522846658,6.22436497085702,1.9788443548967405,31.697488666618696,7.231776642440815,7.303734618982514,0.0,0.0,16.492768223357558
906,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010562,United Kingdom,25867961.0,0.0,0.0,13.957375679063937,1.838696197241956,2.925198495612202,23.568742164646885,15.79607187630589,16.882574174676137,0.0,2.2565816966151275,22.77475971583786
919,CAS_7723-14-0,2007,2007-01--2007-12,UKGB104028047370,United Kingdom,25867961.0,2.0,0.0,13.957375679063937,1.838696197241956,2.925198495612202,23.568742164646885,15.79607187630589,16.882574174676137,0.0,2.2565816966151275,22.77475971583786
938,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DENW272_24_79,Germany,22635423.0,1.0,0.0,20.27986209693774,6.759954032312581,0.9463935645237612,11.965118637193266,16.22388967755019,8.787940242006353,2.703981612925032,0.0,32.33286013655107
955,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010520,United Kingdom,25867961.0,0.0,0.0,13.957375679063937,1.838696197241956,2.925198495612202,23.568742164646885,15.79607187630589,16.882574174676137,0.0,2.2565816966151275,22.77475971583786
956,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010669,United Kingdom,25867961.0,0.0,0.0,13.957375679063937,1.838696197241956,2.925198495612202,23.568742164646885,15.79607187630589,16.882574174676137,0.0,2.2565816966151275,22.77475971583786
963,CAS_14265-44-2,2008,2008-01--2008-12,FRDR2034B,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
977,CAS_7723-14-0,2008,2008-01--2008-12,FRDR2031,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
980,CAS_7723-14-0,2008,2008-01--2008-12,FRDR1060,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
1017,CAS_7723-14-0,2008,2008-01--2008-12,FRFR158,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
1034,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0112,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
1061,CAS_7723-14-0,2009,2009-01--2009-12,FRHR21,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
1071,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0104,France,71176346.0,0.0,0.0,26.173728120399147,8.179290037624734,2.4537870112874205,21.26615409782431,16.358580075249467,7.36136103386226,0.0,0.0,18.207099623752654
